index Rot.err.(deg/100m) Trans.err.(%) length speed
0 6.363569790778385e-05 0.013136012094947393 100 5.376344086021505
0 1.7443205096639923e-05 0.013328386867922447 200 8.0
0 8.230087247890813e-06 0.014063060126580582 300 9.868421052631579
0 2.9578699758935543e-05 0.010809890684212488 400 11.428571428571429
0 2.5980508960186644e-05 0.010902587043083016 500 12.077294685990337
0 4.599259724041115e-05 0.005625796511862208 600 10.638297872340425
0 3.8828237338464076e-05 0.006486861793375232 700 11.494252873563218
0 2.7972986894372033e-05 0.0071347327906860925 800 12.345679012345679
10 6.188139143466573e-05 0.013281234895671503 100 5.681818181818182
10 1.662287515610281e-05 0.01340702004146596 200 8.333333333333334
10 8.725234759579188e-06 0.01414770622208078 300 10.204081632653061
10 2.9142745278551943e-05 0.010920873243977926 400 11.764705882352942
10 2.5632155205292413e-05 0.01097209329176572 500 12.376237623762375
10 4.570322430273487e-05 0.005705704247732596 600 10.830324909747292
10 3.8580225537843304e-05 0.006552372640470506 700 11.686143572621035
10 2.7755710294288523e-05 0.00717392934264999 800 12.539184952978056
20 6.140365399382217e-05 0.013287151695796027 100 6.024096385542168
20 1.639996550400149e-05 0.013464187585479284 200 8.695652173913043
20 8.860768338106715e-06 0.014193440027366439 300 10.56338028169014
20 2.9024170492015097e-05 0.010962858508498891 400 12.121212121212121
20 2.5537418546986237e-05 0.011007814494902306 500 12.690355329949236
20 4.5624572781752755e-05 0.005735077107035574 600 11.02941176470588
20 3.851281554141664e-05 0.0065687263819919715 700 11.884550084889643
20 2.7696647592309605e-05 0.0071808202679678615 800 12.738853503184712
30 6.436478623156553e-05 0.013021807771106966 100 6.41025641025641
30 1.778087752510507e-05 0.01328073848069709 200 9.090909090909092
30 8.014811104645552e-06 0.014017362012834272 300 10.94890510948905
30 2.9761170906592015e-05 0.010753945143237274 400 12.5
30 2.6126421717512043e-05 0.010868817428154575 500 13.020833333333332
30 4.6114281042399625e-05 0.005585872157479046 600 11.235955056179774
