z min,min distance,max distance,k strongest,topic_filtered,radar_frameid,dataset,input_points_topic,scan_registered_latest_topic,scan_registered_keyframe_topic,odom_latest_topic,odom_keyframe_topic,use raw pointcloud,submap keyframes,resolution r,resample factor f,min. sensor distance [m],min. sensor rot. [deg],use keyframe,use initial guess,radar reversed,disable registration,soft velocity constraint,compensate,cost type,todom_est_topic,gt_topic,est_output_dir,gt_output_dir,sequence,job nr,nr_frames,Filtered points avg,Filtered points dev [σ],Filtered points count,Surface points avg,Surface points dev [σ],Surface points count,Registration avg,Registration dev [σ],Registration count,Filtering avg,Filtering dev [σ],Filtering count,Trans.err. [%],Rot.err. [deg/100m],ATE [m],RPE [m],RPE-dev [m],RPE [deg],RPE-dev [deg],bias-x [m],bias-y [m],bias-theta [deg]
 40, 2.5, 130, 60, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 1, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_336/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_336/gt/, 2019-01-10-11-46-21-radar-oxford-10k, 336, 8865, 21644.981392, 3250227.139724, 8867, 927.204128, 33863.816232, 8867, 150.501223, 4176.331860, 8867, 40.553277, 139.621548, 8867,1.407,0.447,45.858,0.048,0.046,0.052,0.051,-0.017,-0.009,0.002
 40, 2.5, 130, 30, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 3.25, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1113/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1113/gt/, 2019-01-18-15-20-12-radar-oxford-10k, 1113, 8281, 11685.657250, 117967.613175, 8283, 252.686587, 4700.261787, 8283, 27.152509, 166.815819, 8283, 14.392776, 14.177029, 8283,1.232,0.416,14.714,0.061,0.052,0.062,0.065,-0.017,0.001,0.001
 40, 2.5, 130, 12, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 2.75, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_967/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_967/gt/, 2019-01-16-11-53-11-radar-oxford-10k, 967, 7466, 4792.394483, 3467.467308, 7468, 175.617568, 1858.260548, 7468, 20.173183, 99.680456, 7468, 7.156171, 3.497171, 7468,1.537,0.413,13.386,0.068,0.06,0.077,0.075,-0.021,-0.01,0.0
 40, 2.5, 130, 12, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 2.5, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1225/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1225/gt/, 2019-01-16-13-09-37-radar-oxford-10k, 1225, 7509, 4792.511383, 3634.025133, 7511, 184.062442, 2169.343858, 7511, 13.676545, 44.236457, 7511, 6.882044, 3.357683, 7511,1.375,0.438,25.703,0.068,0.054,0.078,0.073,-0.015,-0.01,0.002
 40, 2.5, 130, 40, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 2, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1018/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1018/gt/, 2019-01-18-15-20-12-radar-oxford-10k, 1018, 8281, 15161.659061, 617775.496944, 8283, 434.562115, 12667.322322, 8283, 39.616615, 357.912963, 8283, 21.196589, 28.570990, 8283,1.342,0.436,30.785,0.051,0.046,0.055,0.058,-0.017,0.001,0.002
 40, 2.5, 130, 30, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 1.75, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1275/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1275/gt/, 2019-01-16-13-09-37-radar-oxford-10k, 1275, 7509, 11722.579816, 108857.390481, 7511, 406.107576, 8209.235665, 7511, 45.233030, 385.679865, 7511, 14.116660, 13.521900, 7511,1.41,0.419,36.311,0.054,0.039,0.059,0.055,-0.021,-0.01,0.002
 40, 2.5, 130, 30, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 1.5, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_213/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_213/gt/, 2019-01-10-11-46-21-radar-oxford-10k, 213, 8865, 11655.373407, 143019.132813, 8867, 449.063156, 9477.856844, 8867, 38.287070, 305.448315, 8867, 14.287696, 12.915982, 8867,1.744,0.438,37.426,0.053,0.064,0.056,0.057,-0.021,-0.009,0.002
 40, 2.5, 130, 30, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 3.25, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_981/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_981/gt/, 2019-01-16-11-53-11-radar-oxford-10k, 981, 7466, 11698.081146, 130621.472794, 7468, 261.541377, 4154.485835, 7468, 33.312518, 228.571168, 7468, 14.628246, 14.509976, 7468,1.574,0.408,25.281,0.069,0.062,0.066,0.068,-0.021,-0.01,0.001
 40, 2.5, 130, 30, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 3.25, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1575/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1575/gt/, 2019-01-17-13-26-39-radar-oxford-10k, 1575, 8538, 11719.574707, 106320.720063, 8540, 264.571429, 4398.953563, 8540, 33.668139, 213.560552, 8540, 15.051722, 13.444046, 8540,1.269,0.378,7.922,0.062,0.05,0.064,0.064,-0.016,-0.001,0.0
 40, 2.5, 130, 60, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 1, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_72/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_72/gt/, 2019-01-10-12-32-52-radar-oxford-10k, 72, 8617, 21564.770043, 2854299.148651, 8619, 910.470472, 29793.500781, 8619, 123.769284, 2405.160845, 8619, 39.404957, 130.887379, 8619,1.367,0.429,33.184,0.046,0.039,0.053,0.051,-0.017,-0.009,0.002
 40, 2.5, 130, 30, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 1, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1257/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1257/gt/, 2019-01-16-13-09-37-radar-oxford-10k, 1257, 7509, 11722.579816, 108857.390481, 7511, 568.874584, 12047.956578, 7511, 75.917381, 921.010758, 7511, 14.739623, 13.820054, 7511,1.45,0.448,48.802,0.049,0.036,0.058,0.054,-0.02,-0.01,0.003
 40, 2.5, 130, 60, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 1.25, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_408/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_408/gt/, 2019-01-18-14-14-42-radar-oxford-10k, 408, 7402, 21743.909103, 3256951.744709, 7404, 809.978660, 29217.658648, 7404, 83.387947, 1284.463103, 7404, 39.218254, 138.243915, 7404,1.493,0.464,42.325,0.048,0.04,0.055,0.054,-0.018,0.0,0.003
 40, 2.5, 130, 20, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 3.25, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1310/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1310/gt/, 2019-01-16-13-09-37-radar-oxford-10k, 1310, 7509, 7964.250965, 11993.522291, 7511, 205.295300, 2770.399284, 7511, 15.120279, 29.122531, 7511, 7.363473, 0.953367, 7511,1.344,0.418,23.043,0.072,0.057,0.072,0.069,-0.018,-0.009,0.001
 40, 2.5, 130, 60, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 1.25, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_540/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_540/gt/, 2019-01-18-14-14-42-radar-oxford-10k, 540, 7402, 21743.909103, 3256951.744709, 7404, 809.947461, 29209.678628, 7404, 125.083721, 2801.334084, 7404, 38.775728, 128.557159, 7404,1.486,0.447,43.128,0.048,0.039,0.053,0.053,-0.021,0.0,0.003
 40, 2.5, 130, 30, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 2.25, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1485/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1485/gt/, 2019-01-17-13-26-39-radar-oxford-10k, 1485, 8538, 11719.574707, 106320.720063, 8540, 348.714754, 6825.593576, 8540, 36.639674, 280.744374, 8540, 14.441658, 13.082331, 8540,1.294,0.397,21.149,0.051,0.042,0.058,0.056,-0.016,-0.001,0.001
 40, 2.5, 130, 40, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 1.25, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_406/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_406/gt/, 2019-01-18-14-14-42-radar-oxford-10k, 406, 7402, 15260.011345, 556802.483664, 7404, 610.429498, 15219.819584, 7404, 60.261235, 714.116496, 7404, 21.378355, 33.950540, 7404,1.522,0.473,48.172,0.048,0.039,0.056,0.055,-0.019,0.0,0.003
 40, 2.5, 130, 30, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 1, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_861/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_861/gt/, 2019-01-16-11-53-11-radar-oxford-10k, 861, 7466, 11698.081146, 130621.472794, 7468, 558.816685, 13329.124805, 7468, 71.692709, 931.277007, 7468, 14.485898, 13.769120, 7468,1.508,0.441,50.446,0.052,0.055,0.058,0.055,-0.022,-0.01,0.003
 40, 2.5, 130, 30, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 1.25, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_75/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_75/gt/, 2019-01-10-12-32-52-radar-oxford-10k, 75, 8617, 11649.830143, 129282.944579, 8619, 488.954055, 9491.405477, 8619, 58.878747, 693.677729, 8619, 14.731096, 13.896376, 8619,1.35,0.41,33.131,0.045,0.037,0.053,0.052,-0.018,-0.009,0.002
 40, 2.5, 130, 12, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 1.5, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1399/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1399/gt/, 2019-01-17-13-26-39-radar-oxford-10k, 1399, 8538, 4790.136885, 3822.838991, 8540, 245.152810, 3044.695267, 8540, 19.111746, 79.933630, 8540, 7.145586, 3.602910, 8540,1.527,0.432,41.094,0.045,0.034,0.068,0.063,-0.019,-0.002,0.002
 40, 2.5, 130, 20, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 1.25, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_74/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_74/gt/, 2019-01-10-12-32-52-radar-oxford-10k, 74, 8617, 7942.406544, 14164.562649, 8619, 367.405035, 5642.769813, 8619, 42.070806, 402.150182, 8619, 9.960259, 6.858890, 8619,1.374,0.425,40.351,0.045,0.037,0.057,0.054,-0.018,-0.009,0.002
 40, 2.5, 130, 20, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 1, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_794/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_794/gt/, 2019-01-16-11-53-11-radar-oxford-10k, 794, 7466, 7961.228575, 11517.118482, 7468, 415.936529, 7907.785473, 7468, 38.911682, 316.344292, 7468, 9.603794, 6.928997, 7468,1.561,0.468,53.285,0.052,0.055,0.062,0.057,-0.021,-0.011,0.003
 40, 2.5, 130, 40, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 1.5, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_280/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_280/gt/, 2019-01-10-11-46-21-radar-oxford-10k, 280, 8865, 15163.013533, 613094.939255, 8867, 546.717041, 14115.923881, 8867, 64.162206, 911.597508, 8867, 21.658639, 33.713272, 8867,1.453,0.423,31.5,0.05,0.047,0.053,0.052,-0.019,-0.009,0.002
 40, 2.5, 130, 50, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 2.75, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_47/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_47/gt/, 2019-01-10-12-32-52-radar-oxford-10k, 47, 8617, 18454.842441, 1366825.195966, 8619, 407.476157, 11995.534035, 8619, 35.681287, 269.226288, 8619, 29.471826, 64.999761, 8619,1.241,0.387,11.053,0.06,0.052,0.057,0.056,-0.012,-0.009,0.0
 40, 2.5, 130, 20, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 2, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1346/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1346/gt/, 2019-01-16-13-09-37-radar-oxford-10k, 1346, 7509, 7964.250965, 11993.522291, 7511, 285.577686, 4637.409988, 7511, 26.773825, 104.154795, 7511, 7.429923, 0.867513, 7511,1.368,0.393,25.952,0.056,0.04,0.063,0.059,-0.021,-0.01,0.002
 40, 2.5, 130, 30, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 3, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_579/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_579/gt/, 2019-01-18-14-14-42-radar-oxford-10k, 579, 7402, 11714.623042, 120979.957713, 7404, 281.031064, 5138.392336, 7404, 34.570828, 273.187935, 7404, 14.416575, 13.166276, 7404,1.327,0.409,21.473,0.063,0.054,0.063,0.063,-0.019,0.001,0.001
 40, 2.5, 130, 20, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 3.25, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_848/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_848/gt/, 2019-01-16-11-53-11-radar-oxford-10k, 848, 7466, 7961.228575, 11517.118482, 7468, 206.162560, 2682.079359, 7468, 15.833160, 51.382028, 7468, 9.598617, 6.341410, 7468,1.588,0.447,22.192,0.072,0.066,0.074,0.074,-0.017,-0.01,0.001
 40, 2.5, 130, 20, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 2.75, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_638/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_638/gt/, 2019-01-18-14-46-59-radar-oxford-10k, 638, 7665, 7958.861093, 14576.084396, 7667, 233.422851, 3472.335870, 7667, 18.485665, 74.577426, 7667, 10.054348, 6.102194, 7667,1.428,0.463,30.853,0.06,0.049,0.069,0.069,-0.014,0.001,0.002
 40, 2.5, 130, 12, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 1.5, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1135/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1135/gt/, 2019-01-18-15-20-12-radar-oxford-10k, 1135, 8281, 4794.731619, 3230.005842, 8283, 234.480985, 2890.485543, 8283, 30.246222, 250.541288, 8283, 7.246281, 3.773203, 8283,1.447,0.437,32.562,0.049,0.042,0.064,0.065,-0.02,0.001,0.002
 40, 2.5, 130, 12, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 3.25, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_517/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_517/gt/, 2019-01-18-14-14-42-radar-oxford-10k, 517, 7402, 4791.850351, 3962.259615, 7404, 155.389654, 1610.684609, 7404, 14.199348, 41.913801, 7404, 7.119041, 3.229841, 7404,1.354,0.423,18.579,0.073,0.059,0.082,0.08,-0.018,0.001,0.001
 40, 2.5, 130, 60, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 2.75, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_972/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_972/gt/, 2019-01-16-11-53-11-radar-oxford-10k, 972, 7466, 21689.169255, 3427638.762997, 7468, 462.290975, 13096.490454, 7468, 64.929815, 866.844872, 7468, 38.365756, 131.550395, 7468,1.496,0.394,13.036,0.062,0.058,0.059,0.058,-0.02,-0.01,0.0
 40, 2.5, 130, 20, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 2.25, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1550/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1550/gt/, 2019-01-17-13-26-39-radar-oxford-10k, 1550, 8538, 7962.631265, 11309.550568, 8540, 268.077518, 4225.394225, 8540, 24.633488, 89.826223, 8540, 7.649001, 0.850818, 8540,1.322,0.389,20.321,0.051,0.04,0.062,0.059,-0.017,-0.001,0.001
 40, 2.5, 130, 20, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 3, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_644/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_644/gt/, 2019-01-18-14-46-59-radar-oxford-10k, 644, 7665, 7958.861093, 14576.084396, 7667, 218.736142, 3268.881077, 7667, 17.158467, 61.910408, 7667, 9.796258, 6.518850, 7667,1.363,0.445,14.941,0.062,0.051,0.068,0.072,-0.014,0.001,0.001
 40, 2.5, 130, 40, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 2, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_886/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_886/gt/, 2019-01-16-11-53-11-radar-oxford-10k, 886, 7466, 15232.166577, 602591.382536, 7468, 449.513792, 10444.337651, 7468, 51.956495, 561.277082, 7468, 21.318375, 28.984208, 7468,1.555,0.408,20.424,0.057,0.056,0.058,0.057,-0.021,-0.01,0.001
 40, 2.5, 130, 30, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 3.5, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1119/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1119/gt/, 2019-01-18-15-20-12-radar-oxford-10k, 1119, 8281, 11685.657250, 117967.613175, 8283, 236.708560, 4279.806889, 8283, 24.039823, 118.089846, 8283, 13.757307, 13.049725, 8283,1.269,0.429,17.094,0.064,0.055,0.064,0.069,-0.017,0.001,0.001
 40, 2.5, 130, 50, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 1.25, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_671/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_671/gt/, 2019-01-18-14-46-59-radar-oxford-10k, 671, 7665, 18512.919917, 1635900.984326, 7667, 710.637146, 21283.028895, 7667, 91.467391, 1439.484021, 7667, 29.637556, 67.659073, 7667,1.526,0.455,42.462,0.047,0.041,0.054,0.054,-0.02,0.0,0.003
 40, 2.5, 130, 40, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 1.5, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_808/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_808/gt/, 2019-01-16-11-53-11-radar-oxford-10k, 808, 7466, 15232.166577, 602591.382536, 7468, 543.848688, 13042.723757, 7468, 50.577431, 507.757740, 7468, 20.902515, 28.822406, 7468,1.689,0.443,37.634,0.055,0.056,0.057,0.056,-0.024,-0.01,0.002
