z min,min distance,max distance,k strongest,topic_filtered,radar_frameid,dataset,input_points_topic,scan_registered_latest_topic,scan_registered_keyframe_topic,odom_latest_topic,odom_keyframe_topic,use raw pointcloud,submap keyframes,resolution r,resample factor f,min. sensor distance [m],min. sensor rot. [deg],use keyframe,use initial guess,radar reversed,disable registration,soft velocity constraint,compensate,cost type,todom_est_topic,gt_topic,est_output_dir,gt_output_dir,sequence,job nr,nr_frames,Filtered points avg,Filtered points dev [σ],Filtered points count,Surface points avg,Surface points dev [σ],Surface points count,Registration avg,Registration dev [σ],Registration count,Filtering avg,Filtering dev [σ],Filtering count,Trans.err. [%],Rot.err. [deg/100m],ATE [m],RPE [m],RPE-dev [m],RPE [deg],RPE-dev [deg],bias-x [m],bias-y [m],bias-theta [deg]
 40, 2.5, 130, 20, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 1.5, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1334/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1334/gt/, 2019-01-16-13-09-37-radar-oxford-10k, 1334, 7509, 7964.250965, 11993.522291, 7511, 338.912661, 5567.494702, 7511, 33.627394, 153.612655, 7511, 7.455054, 0.807906, 7511,1.456,0.412,36.179,0.051,0.037,0.061,0.056,-0.022,-0.01,0.002
 40, 2.5, 130, 50, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 3.25, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_719/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_719/gt/, 2019-01-18-14-46-59-radar-oxford-10k, 719, 7665, 18512.919917, 1635900.984326, 7667, 358.784531, 8759.874533, 7667, 38.887207, 326.462796, 7667, 29.703788, 67.412205, 7667,1.342,0.423,22.332,0.062,0.052,0.061,0.067,-0.017,0.001,0.001
 40, 2.5, 130, 50, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 1, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1325/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1325/gt/, 2019-01-16-13-09-37-radar-oxford-10k, 1325, 7509, 18630.096259, 1396037.115618, 7511, 826.400746, 25276.148816, 7511, 136.327244, 2711.634066, 7511, 30.082299, 65.090356, 7511,1.426,0.441,48.473,0.049,0.037,0.056,0.052,-0.02,-0.01,0.003
 40, 2.5, 130, 40, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 2.25, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1288/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1288/gt/, 2019-01-16-13-09-37-radar-oxford-10k, 1288, 7509, 15275.044202, 502764.155948, 7511, 416.432699, 9789.861500, 7511, 34.457390, 145.734204, 7511, 16.850076, 7.812750, 7511,1.298,0.396,31.038,0.059,0.048,0.057,0.056,-0.019,-0.01,0.002
 40, 2.5, 130, 30, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 1.25, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1461/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1461/gt/, 2019-01-17-13-26-39-radar-oxford-10k, 1461, 8538, 11719.574707, 106320.720063, 8540, 497.130562, 10334.698996, 8540, 59.952148, 655.957329, 8540, 14.496159, 14.277278, 8540,1.452,0.43,43.421,0.039,0.029,0.056,0.052,-0.018,-0.002,0.002
 40, 2.5, 130, 30, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 2, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_687/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_687/gt/, 2019-01-18-14-46-59-radar-oxford-10k, 687, 7665, 11680.645755, 131366.675606, 7667, 372.812443, 7704.883304, 7667, 40.188250, 352.151959, 7667, 14.537675, 13.549340, 7667,1.496,0.443,32.67,0.053,0.045,0.058,0.06,-0.02,0.001,0.002
 40, 2.5, 130, 50, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 1, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_203/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_203/gt/, 2019-01-10-11-46-21-radar-oxford-10k, 203, 8865, 18495.170182, 1575110.188812, 8867, 815.588925, 25343.869700, 8867, 82.203919, 1162.707804, 8867, 30.239907, 67.484151, 8867,1.424,0.448,46.758,0.049,0.046,0.055,0.053,-0.015,-0.009,0.002
 40, 2.5, 130, 40, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 3.25, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_124/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_124/gt/, 2019-01-10-12-32-52-radar-oxford-10k, 124, 8617, 15149.043509, 527636.161815, 8619, 307.442743, 6876.320048, 8619, 32.288049, 215.998123, 8619, 21.153321, 29.793831, 8619,1.253,0.37,7.083,0.067,0.06,0.059,0.059,-0.015,-0.009,-0.0
 40, 2.5, 130, 40, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 1.5, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1270/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1270/gt/, 2019-01-16-13-09-37-radar-oxford-10k, 1270, 7509, 15275.044202, 502764.155948, 7511, 548.450007, 13326.151641, 7511, 49.122576, 260.835889, 7511, 17.015712, 6.996878, 7511,1.452,0.427,41.068,0.051,0.037,0.055,0.052,-0.022,-0.01,0.003
 40, 2.5, 130, 60, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 2, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_96/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_96/gt/, 2019-01-10-12-32-52-radar-oxford-10k, 96, 8617, 21564.770043, 2854299.148651, 8619, 581.522566, 21342.297292, 8619, 69.147349, 1065.942543, 8619, 39.248820, 128.094555, 8619,1.353,0.39,12.225,0.054,0.047,0.052,0.051,-0.016,-0.009,0.001
 40, 2.5, 130, 50, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 3, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1241/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1241/gt/, 2019-01-16-13-09-37-radar-oxford-10k, 1241, 7509, 18630.096259, 1396037.115618, 7511, 381.878046, 9343.479735, 7511, 34.937297, 218.386153, 7511, 29.819267, 68.936034, 7511,1.233,0.416,21.272,0.068,0.056,0.06,0.059,-0.014,-0.01,0.002
 40, 2.5, 130, 12, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 1.75, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1405/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1405/gt/, 2019-01-17-13-26-39-radar-oxford-10k, 1405, 8538, 4790.136885, 3822.838991, 8540, 226.840164, 2812.768012, 8540, 17.856290, 81.887405, 8540, 7.042702, 3.337720, 8540,1.465,0.447,32.261,0.049,0.044,0.07,0.065,-0.018,-0.002,0.002
 40, 2.5, 130, 20, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 1.5, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_146/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_146/gt/, 2019-01-10-12-32-52-radar-oxford-10k, 146, 8617, 7942.406544, 14164.562649, 8619, 332.408400, 5313.545009, 8619, 43.143908, 400.459323, 8619, 9.395975, 6.641696, 8619,1.379,0.388,31.884,0.048,0.039,0.057,0.054,-0.019,-0.009,0.002
 40, 2.5, 130, 20, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 1, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_2/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_2/gt/, 2019-01-10-12-32-52-radar-oxford-10k, 2, 8617, 7942.406544, 14164.562649, 8619, 411.593572, 6081.952580, 8619, 36.055120, 289.709626, 8619, 9.312796, 5.789319, 8619,1.398,0.463,53.851,0.045,0.038,0.058,0.055,-0.016,-0.01,0.003
 40, 2.5, 130, 30, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 2.75, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1431/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1431/gt/, 2019-01-17-13-26-39-radar-oxford-10k, 1431, 8538, 11719.574707, 106320.720063, 8540, 302.027166, 5587.366475, 8540, 25.845213, 140.980834, 8540, 14.672804, 13.980696, 8540,1.223,0.413,15.671,0.058,0.049,0.063,0.06,-0.013,-0.001,0.001
 40, 2.5, 130, 30, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 1, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_135/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_135/gt/, 2019-01-10-12-32-52-radar-oxford-10k, 135, 8617, 11649.830143, 129282.944579, 8619, 553.279267, 10072.253255, 8619, 81.258712, 1297.415508, 8619, 14.168182, 13.208388, 8619,1.405,0.429,41.448,0.044,0.037,0.054,0.051,-0.018,-0.009,0.002
 40, 2.5, 130, 40, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 1.25, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_736/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_736/gt/, 2019-01-18-14-46-59-radar-oxford-10k, 736, 7665, 15193.872571, 607232.996022, 7667, 606.630364, 15167.668247, 7667, 91.205378, 1614.827551, 7667, 21.201365, 31.014624, 7667,1.517,0.441,41.939,0.047,0.041,0.055,0.055,-0.021,0.0,0.003
 40, 2.5, 130, 20, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 1.25, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_932/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_932/gt/, 2019-01-16-11-53-11-radar-oxford-10k, 932, 7466, 7961.228575, 11517.118482, 7468, 372.849759, 6253.298531, 7468, 53.211873, 619.721709, 7468, 9.885690, 6.818108, 7468,1.574,0.424,35.027,0.052,0.055,0.06,0.057,-0.023,-0.01,0.002
 40, 2.5, 130, 40, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 2.5, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_370/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_370/gt/, 2019-01-10-11-46-21-radar-oxford-10k, 370, 8865, 15163.013533, 613094.939255, 8867, 387.514379, 9234.880221, 8867, 50.240255, 607.678214, 8867, 21.562723, 31.747753, 8867,1.287,0.399,24.58,0.06,0.057,0.057,0.058,-0.016,-0.008,0.001
 40, 2.5, 130, 40, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 2.75, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1168/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1168/gt/, 2019-01-18-15-20-12-radar-oxford-10k, 1168, 8281, 15161.659061, 617775.496944, 8283, 343.952795, 9408.494331, 8283, 44.688828, 411.525905, 8283, 20.878923, 26.892471, 8283,1.269,0.406,16.297,0.054,0.046,0.057,0.061,-0.016,0.001,0.001
 40, 2.5, 130, 50, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 2, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_755/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_755/gt/, 2019-01-18-14-46-59-radar-oxford-10k, 755, 7665, 18512.919917, 1635900.984326, 7667, 523.639233, 15527.331697, 7667, 72.987797, 1187.840771, 7667, 29.339422, 64.336214, 7667,1.486,0.441,34.706,0.053,0.045,0.056,0.058,-0.021,0.001,0.002
 40, 2.5, 130, 12, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 2.5, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_235/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_235/gt/, 2019-01-10-11-46-21-radar-oxford-10k, 235, 8865, 4788.401150, 3539.279814, 8867, 185.637758, 2140.684164, 8867, 12.815613, 40.895177, 8867, 6.827761, 3.396300, 8867,1.28,0.427,27.185,0.066,0.06,0.073,0.072,-0.013,-0.009,0.001
 40, 2.5, 130, 40, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 3.5, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_262/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_262/gt/, 2019-01-10-11-46-21-radar-oxford-10k, 262, 8865, 15163.013533, 613094.939255, 8867, 290.146385, 5442.980940, 8867, 25.287537, 117.140461, 8867, 21.903407, 28.497194, 8867,1.282,0.405,11.091,0.071,0.064,0.062,0.062,-0.012,-0.008,0.0
 40, 2.5, 130, 40, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 1.5, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_148/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_148/gt/, 2019-01-10-12-32-52-radar-oxford-10k, 148, 8617, 15149.043509, 527636.161815, 8619, 536.768999, 13624.953136, 8619, 75.614416, 1128.560938, 8619, 21.142451, 28.940137, 8619,1.395,0.386,29.156,0.047,0.039,0.052,0.051,-0.019,-0.009,0.002
 40, 2.5, 130, 12, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 1.75, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_349/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_349/gt/, 2019-01-10-11-46-21-radar-oxford-10k, 349, 8865, 4788.401150, 3539.279814, 8867, 225.733957, 2786.527282, 8867, 26.089113, 197.766474, 8867, 7.078253, 3.754627, 8867,1.405,0.402,18.876,0.055,0.051,0.066,0.063,-0.018,-0.009,0.001
 40, 2.5, 130, 40, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 2, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_424/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_424/gt/, 2019-01-18-14-14-42-radar-oxford-10k, 424, 7402, 15260.011345, 556802.483664, 7404, 452.229065, 11973.681997, 7404, 38.876963, 347.194985, 7404, 20.431163, 27.394214, 7404,1.397,0.434,24.289,0.054,0.044,0.056,0.057,-0.019,0.001,0.002
 40, 2.5, 130, 60, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 2, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1350/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1350/gt/, 2019-01-16-13-09-37-radar-oxford-10k, 1350, 7509, 21782.907868, 2999920.077519, 7511, 590.390228, 19417.168053, 7511, 63.214867, 473.522649, 7511, 30.716541, 40.361889, 7511,1.367,0.391,26.372,0.056,0.042,0.055,0.053,-0.02,-0.01,0.002
 40, 2.5, 130, 20, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 2.75, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_902/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_902/gt/, 2019-01-16-11-53-11-radar-oxford-10k, 902, 7466, 7961.228575, 11517.118482, 7468, 234.297268, 3196.038038, 7468, 24.465914, 147.353312, 7468, 9.995847, 7.723219, 7468,1.438,0.405,16.105,0.064,0.059,0.069,0.068,-0.019,-0.01,0.001
 40, 2.5, 130, 40, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 1.75, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1012/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1012/gt/, 2019-01-18-15-20-12-radar-oxford-10k, 1012, 8281, 15161.659061, 617775.496944, 8283, 471.891827, 13918.676455, 8283, 43.648276, 462.759174, 8283, 21.011518, 30.663409, 8283,1.505,0.483,41.484,0.052,0.046,0.054,0.056,-0.02,0.001,0.002
 40, 2.5, 130, 50, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 3.5, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_659/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_659/gt/, 2019-01-18-14-46-59-radar-oxford-10k, 659, 7665, 18512.919917, 1635900.984326, 7667, 336.263858, 7741.636783, 7667, 29.041920, 151.844514, 7667, 28.661026, 59.559089, 7667,1.391,0.469,30.111,0.068,0.056,0.064,0.07,-0.014,0.001,0.002
 40, 2.5, 130, 40, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 1, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1258/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1258/gt/, 2019-01-16-13-09-37-radar-oxford-10k, 1258, 7509, 15275.044202, 502764.155948, 7511, 702.879244, 17967.189385, 7511, 92.470669, 1319.264602, 7511, 20.992059, 29.865690, 7511,1.416,0.451,53.332,0.049,0.037,0.057,0.053,-0.02,-0.01,0.003
 40, 2.5, 130, 30, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 2.75, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1299/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1299/gt/, 2019-01-16-13-09-37-radar-oxford-10k, 1299, 7509, 11722.579816, 108857.390481, 7511, 298.213154, 5469.872419, 7511, 31.651025, 211.390558, 7511, 14.510936, 13.265970, 7511,1.31,0.408,20.738,0.063,0.048,0.063,0.062,-0.017,-0.01,0.002
 40, 2.5, 130, 20, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 2.5, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_170/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_170/gt/, 2019-01-10-12-32-52-radar-oxford-10k, 170, 8617, 7942.406544, 14164.562649, 8619, 245.340643, 3976.982698, 8619, 29.143574, 197.152856, 8619, 9.728292, 5.890497, 8619,1.246,0.36,22.534,0.058,0.048,0.062,0.061,-0.017,-0.009,0.001
 40, 2.5, 130, 40, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 1.75, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1540/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1540/gt/, 2019-01-17-13-26-39-radar-oxford-10k, 1540, 8538, 15272.696604, 522105.594953, 8540, 500.005738, 12333.593995, 8540, 52.909654, 335.010121, 8540, 17.148368, 7.876317, 8540,1.378,0.402,25.789,0.044,0.035,0.054,0.052,-0.019,-0.002,0.001
 40, 2.5, 130, 20, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 2.25, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_362/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_362/gt/, 2019-01-10-11-46-21-radar-oxford-10k, 362, 8865, 7946.889929, 12732.604327, 8867, 266.154957, 4206.123727, 8867, 32.552591, 266.683569, 8867, 10.078386, 7.349280, 8867,1.313,0.398,26.658,0.057,0.05,0.061,0.059,-0.017,-0.009,0.001
 40, 2.5, 130, 20, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 2.75, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_176/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_176/gt/, 2019-01-10-12-32-52-radar-oxford-10k, 176, 8617, 7942.406544, 14164.562649, 8619, 228.307924, 3618.034896, 8619, 27.019413, 193.922059, 8619, 9.792187, 6.162367, 8619,1.284,0.359,18.892,0.059,0.048,0.064,0.063,-0.016,-0.009,0.001
